,연관키워드,type,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도,입찰가_m1,입찰가_m2,입찰가_p1,입찰가_p2
4068,주유권,여가/생활편의,970.0,4700.0,6.4,89.0,0.68,2.02,15,3,1930.0,1680.0,7540.0,4790.0
4069,신세계상품권구매,여가/생활편의,1920.0,9690.0,33.2,331.8,1.76,3.66,15,3,2880.0,1850.0,26770.0,15830.0
4070,온라인문화상품권,여가/생활편의,1120.0,4010.0,4.2,56.0,0.39,1.51,15,3,3130.0,2090.0,13560.0,9890.0
4071,컬쳐랜드문화상품권,여가/생활편의,13400.0,41000.0,9.4,169.3,0.08,0.46,15,3,3790.0,3160.0,10670.0,7010.0
4072,스타벅스쿠폰,여가/생활편의,2130.0,11400.0,21.1,249.4,1.02,2.35,15,3,8870.0,2890.0,36240.0,22720.0
4073,신세계모바일상품권,여가/생활편의,1250.0,7300.0,11.7,111.0,0.97,1.63,15,3,2770.0,2390.0,34190.0,22110.0
4074,도서문화상품권,여가/생활편의,6820.0,9290.0,2.7,36.0,0.05,0.42,15,3,3390.0,2420.0,12410.0,6690.0
4075,문화상품권3만원,여가/생활편의,1130.0,2290.0,2.9,20.7,0.28,0.98,15,3,1790.0,1470.0,5440.0,4160.0
4076,백화점상품권,여가/생활편의,1490.0,5850.0,14.2,123.8,0.98,2.27,15,3,2980.0,2640.0,11920.0,8580.0
4077,기프트카드,여가/생활편의,3050.0,15700.0,10.7,151.0,0.37,1.04,15,3,2410.0,2100.0,5200.0,4290.0
4078,신세계백화점상품권,여가/생활편의,2500.0,11200.0,13.6,145.5,0.56,1.41,15,3,1760.0,1570.0,34140.0,24370.0
4079,모바일상품권,여가/생활편의,1700.0,8540.0,34.4,206.6,2.08,2.59,15,3,3530.0,2800.0,51370.0,46330.0
4080,주유상품권,여가/생활편의,1130.0,7420.0,10.9,219.0,0.99,3.12,15,3,2510.0,2330.0,16470.0,11500.0
4081,이마트상품권,여가/생활편의,2310.0,15500.0,9.6,187.3,0.43,1.3,15,3,3790.0,3260.0,5720.0,4700.0
4082,해피머니상품권,여가/생활편의,12300.0,28300.0,8.6,119.0,0.08,0.46,15,3,4510.0,3240.0,7350.0,4910.0
4083,스타벅스기프티콘,여가/생활편의,4210.0,25300.0,53.9,530.4,1.33,2.27,15,3,15660.0,2370.0,43200.0,38650.0
4084,해피머니문화상품권,여가/생활편의,950.0,1510.0,0.4,1.5,0.05,0.12,15,3,1670.0,1490.0,15700.0,3130.0
4085,컬쳐랜드문화상품권사용처,여가/생활편의,950.0,4460.0,0.8,0.3,0.1,0.01,13,2,1220.0,890.0,1570.0,1290.0
4086,해피머니사용처,여가/생활편의,1470.0,7620.0,1.9,7.9,0.14,0.12,15,3,1090.0,920.0,1360.0,1070.0
4087,해피머니상품권사용처,여가/생활편의,1020.0,3590.0,0.8,0.0,0.08,0.0,13,2,1070.0,790.0,1690.0,850.0
4088,문화상품권사용처,여가/생활편의,4890.0,31600.0,6.1,177.5,0.13,0.61,15,3,1610.0,1070.0,3480.0,2320.0
4089,컬쳐랜드5만원,여가/생활편의,1550.0,3200.0,2.8,35.3,0.2,1.18,15,3,3110.0,2370.0,2270.0,1560.0
4090,북앤라이프도서문화상품권,여가/생활편의,2080.0,5070.0,3.1,34.8,0.16,0.74,15,3,1550.0,960.0,1280.0,890.0
4091,이마트할인,여가/생활편의,2250.0,12300.0,0.3,0.3,0.02,0.01,15,3,3170.0,3100.0,5150.0,4390.0
4092,도서상품권,여가/생활편의,1560.0,3320.0,2.5,30.3,0.17,0.98,15,3,1830.0,1400.0,2270.0,1670.0
4093,문화상품권10만원,여가/생활편의,1520.0,2580.0,8.6,67.1,0.59,2.81,15,3,1570.0,1220.0,8090.0,4890.0
4094,올리브영상품권,여가/생활편의,1170.0,7740.0,4.8,89.7,0.42,1.26,14,3,1870.0,1220.0,2050.0,1180.0
4095,신세계상품권사용처,여가/생활편의,7280.0,59400.0,9.6,637.3,0.14,1.17,14,3,270.0,240.0,15950.0,10800.0
4096,이마트상품권교환,여가/생활편의,840.0,6550.0,3.2,77.4,0.39,1.28,15,3,520.0,280.0,860.0,690.0
4097,신세계상품권모바일교환권,여가/생활편의,1620.0,11100.0,9.8,118.5,0.63,1.16,15,3,2560.0,1470.0,30960.0,25790.0
4098,신세계상품권교환,여가/생활편의,1230.0,7330.0,6.7,92.8,0.57,1.39,15,3,770.0,580.0,1190.0,820.0
4099,CJ상품권,여가/생활편의,900.0,2970.0,3.4,32.2,0.39,1.17,15,3,1340.0,1170.0,3170.0,770.0
4100,온누리상품권구매,여가/생활편의,1930.0,6220.0,6.7,124.5,0.35,2.11,12,2,470.0,300.0,1100.0,490.0
4101,CJ기프트카드,여가/생활편의,1280.0,6610.0,6.1,57.6,0.5,0.94,14,3,720.0,530.0,2820.0,530.0
4102,올리브영기프트카드,여가/생활편의,1390.0,12300.0,3.9,74.3,0.29,0.65,15,3,1860.0,1620.0,3960.0,2250.0
4103,켤쳐랜드,여가/생활편의,1270.0,1290.0,0.0,0.0,0.0,0.0,3,3,670.0,420.0,690.0,430.0
4104,현대백화점상품권,여가/생활편의,2310.0,11400.0,8.7,145.5,0.39,1.38,15,3,1980.0,1390.0,2350.0,1730.0
4105,꽃배달,여가/생활편의,12400.0,64700.0,463.9,4329.2,3.82,7.05,15,3,8790.0,7510.0,23440.0,21130.0
4106,빼빼로데이이벤트,여가/생활편의,2780.0,10700.0,7.9,126.2,0.29,1.18,15,3,1050.0,710.0,880.0,730.0
4107,수능선물추천,여가/생활편의,2590.0,17700.0,5.8,126.1,0.23,0.79,15,3,1650.0,1400.0,1700.0,1440.0
4108,빼빼로선물,여가/생활편의,3020.0,18800.0,19.9,323.3,0.66,1.73,15,3,1650.0,1160.0,1140.0,700.0
4109,빼빼로데이선물세트,여가/생활편의,1540.0,2210.0,5.0,104.0,0.34,4.76,15,3,890.0,510.0,780.0,560.0
4110,밸런타인데이,여가/생활편의,1160.0,1200.0,0.5,1.8,0.05,0.17,15,3,1000.0,530.0,710.0,540.0
4111,결혼기념일,여가/생활편의,4130.0,25000.0,3.4,8.0,0.09,0.04,15,3,1840.0,1590.0,1850.0,1590.0
4112,개업화환문구,여가/생활편의,920.0,3450.0,1.3,22.0,0.14,0.66,15,3,2390.0,1650.0,3850.0,3300.0
4113,일본유심,여가/생활편의,20100.0,57600.0,130.3,1094.3,0.68,2.03,15,3,4460.0,1740.0,1890.0,1670.0
4114,일본유심칩,여가/생활편의,1560.0,5080.0,13.4,123.8,0.9,2.61,15,3,3960.0,2550.0,3370.0,2380.0
4115,일본유심추천,여가/생활편의,1120.0,4100.0,11.9,107.1,1.12,2.77,13,2,1430.0,1290.0,1260.0,1160.0
4116,일본유심칩구매,여가/생활편의,970.0,5470.0,14.6,225.0,1.57,4.36,14,3,2710.0,1920.0,1320.0,1240.0
4117,일본여행유심,여가/생활편의,2380.0,6000.0,16.6,122.9,0.73,2.2,15,3,3630.0,3300.0,2000.0,1640.0
4118,도쿄유심,여가/생활편의,1150.0,2660.0,11.3,30.0,1.04,1.2,14,3,1920.0,1700.0,2000.0,1450.0
4119,유럽유심,여가/생활편의,3920.0,10700.0,36.3,235.8,0.97,2.36,15,3,3100.0,2850.0,5170.0,3520.0
4120,태국유심,여가/생활편의,5160.0,17100.0,39.3,270.0,0.8,1.7,15,3,2490.0,2230.0,4070.0,2130.0
4121,오사카유심,여가/생활편의,1520.0,4170.0,14.6,48.0,1.0,1.22,13,2,1710.0,1600.0,1980.0,1650.0
4122,일본전화번호,여가/생활편의,1150.0,2630.0,1.0,4.3,0.1,0.18,3,3,1210.0,280.0,350.0,110.0
4123,일본로밍,여가/생활편의,2480.0,8630.0,11.5,121.7,0.49,1.51,15,3,2090.0,1600.0,1980.0,1680.0
4124,KT일본로밍,여가/생활편의,890.0,2880.0,0.0,12.0,0.0,0.61,1,2,70.0,70.0,70.0,70.0
4125,일본와이파이포켓,여가/생활편의,950.0,2870.0,11.1,88.5,1.23,3.29,12,2,1610.0,1110.0,1970.0,1410.0
4126,일본와이파이,여가/생활편의,2490.0,6670.0,23.8,172.8,1.0,2.76,14,3,2150.0,1340.0,2330.0,1560.0
4127,포켓와이파이일본,여가/생활편의,890.0,3700.0,7.4,99.2,0.89,2.86,15,3,2360.0,1370.0,1630.0,1400.0
4128,일본포켓와이파이,여가/생활편의,5450.0,18300.0,44.2,520.8,0.86,3.02,14,3,5340.0,4260.0,4100.0,3780.0
4129,스페인유심,여가/생활편의,1020.0,2870.0,6.3,38.6,0.66,1.46,15,3,2830.0,2480.0,2020.0,1630.0
4130,쓰리심,여가/생활편의,940.0,2730.0,10.1,77.0,1.13,3.03,15,3,2320.0,1690.0,2490.0,1480.0
4131,방콕유심,여가/생활편의,1580.0,4830.0,10.4,67.3,0.68,1.5,10,2,3040.0,1650.0,1940.0,1580.0
4132,해외유심,여가/생활편의,1950.0,5320.0,29.5,180.5,1.57,3.61,15,3,2520.0,1390.0,3270.0,1690.0
4133,싱가포르유심,여가/생활편의,1790.0,5230.0,22.1,141.3,1.29,2.9,15,3,2130.0,1710.0,1680.0,1600.0
4134,베트남유심,여가/생활편의,6140.0,22400.0,46.1,344.0,0.79,1.65,15,3,2710.0,2470.0,2540.0,2290.0
4135,베트남유심칩,여가/생활편의,1050.0,4840.0,11.4,125.3,1.13,2.77,15,3,2400.0,2010.0,2260.0,1950.0
4136,나트랑유심,여가/생활편의,1070.0,3490.0,14.0,81.3,1.38,2.52,9,2,1470.0,810.0,730.0,500.0
4137,필리핀유심,여가/생활편의,2100.0,5120.0,12.5,79.5,0.62,1.68,15,3,1710.0,1610.0,3510.0,1620.0
4138,다낭유심,여가/생활편의,1420.0,5060.0,9.9,109.5,0.73,2.3,13,2,2030.0,630.0,1090.0,920.0
4139,세부유심,여가/생활편의,910.0,2480.0,6.0,38.0,0.69,1.64,15,3,1710.0,1480.0,1560.0,730.0
4140,말톡,여가/생활편의,8080.0,23100.0,12.5,153.7,0.17,0.72,7,2,3190.0,170.0,1030.0,410.0
4141,말톡유심,여가/생활편의,4070.0,17700.0,16.1,206.2,0.42,1.25,7,2,1760.0,240.0,580.0,410.0
4142,롯데상품권,여가/생활편의,3340.0,17700.0,16.5,275.8,0.51,1.69,15,3,2180.0,1620.0,5350.0,3120.0
4143,롯데백화점상품권,여가/생활편의,2460.0,12800.0,13.3,233.1,0.56,1.97,15,3,1490.0,1140.0,2170.0,1550.0
4144,신세계모바일상품권교환,여가/생활편의,870.0,6160.0,3.4,88.0,0.4,1.54,15,3,530.0,450.0,3370.0,2260.0
4145,롯데상품권사용처,여가/생활편의,2280.0,16400.0,5.4,107.8,0.25,0.72,8,2,470.0,290.0,320.0,280.0
4146,지류상품권,여가/생활편의,810.0,3140.0,2.0,25.5,0.25,0.86,15,3,1790.0,450.0,670.0,480.0
4147,롯데모바일상품권,여가/생활편의,1940.0,11800.0,9.7,197.5,0.52,1.8,15,3,4950.0,2930.0,4850.0,3770.0
4148,네이버페이쿠폰,여가/생활편의,810.0,2460.0,16.1,5.8,2.04,0.25,3,1,210.0,80.0,8680.0,8320.0
4149,상품권판매,여가/생활편의,1600.0,8080.0,30.4,273.2,1.97,3.62,15,3,4670.0,4100.0,6620.0,3680.0
4150,쿠폰,여가/생활편의,4130.0,7460.0,9.3,54.4,0.24,0.79,15,3,1830.0,1260.0,7510.0,3510.0
4151,해피콘,여가/생활편의,2060.0,11300.0,5.4,37.3,0.27,0.35,12,2,1250.0,350.0,11580.0,3500.0
4152,카카오선물,여가/생활편의,1970.0,3520.0,0.9,0.3,0.05,0.02,15,3,1280.0,530.0,4210.0,870.0
4153,제일모직,여가/생활편의,2920.0,7470.0,4.3,32.0,0.16,0.46,13,2,860.0,330.0,550.0,460.0
4154,롯데JTB,여가/생활편의,1040.0,1690.0,0.0,1.3,0.0,0.09,3,3,440.0,150.0,640.0,250.0
4155,금강제화상품권,여가/생활편의,1780.0,8460.0,9.6,122.8,0.56,1.6,15,3,1170.0,910.0,1150.0,750.0
4156,상품권현금교환,여가/생활편의,1080.0,9210.0,22.5,371.2,2.14,4.31,15,3,3850.0,3460.0,3350.0,2710.0
4157,에스콰이어,여가/생활편의,4820.0,18100.0,16.7,122.3,0.37,0.74,15,3,1270.0,610.0,820.0,600.0
4158,CGV영화관람권,여가/생활편의,820.0,2710.0,4.9,45.0,0.62,1.82,15,3,1160.0,780.0,5100.0,4290.0
4159,상품권교환,여가/생활편의,1130.0,9610.0,23.1,344.2,2.09,3.87,15,3,4840.0,4020.0,3000.0,2420.0
4160,외식상품권,여가/생활편의,1230.0,3400.0,8.0,40.0,0.66,1.27,15,3,1230.0,1120.0,2390.0,1690.0
4161,30대여자생일선물추천,여가/생활편의,1200.0,5900.0,2.3,37.4,0.2,0.68,15,3,3030.0,2230.0,3660.0,2870.0
4162,CPB,면세점,1140.0,1860.0,3.6,37.4,0.33,2.1,10,2,1050.0,330.0,490.0,390.0
4163,주식비법서,도서,2170.0,25200.0,161.0,1456.0,7.75,5.94,1,1,620.0,620.0,130.0,70.0
4164,나의문화유산답사기,도서,3050.0,22700.0,5.7,190.1,0.2,0.96,10,2,1610.0,350.0,610.0,500.0
4165,시나공,도서,8290.0,3350.0,6.0,0.3,0.08,0.02,8,2,730.0,440.0,490.0,400.0
4166,전한길한국사,도서,1240.0,3950.0,0.2,134.5,0.02,3.65,12,2,1320.0,850.0,680.0,580.0
4167,참을수없는존재의가벼움,도서,2600.0,9980.0,2.3,2.3,0.1,0.03,9,2,990.0,430.0,640.0,390.0
4168,사람은무엇으로사는가,도서,2100.0,6410.0,0.9,0.7,0.05,0.02,10,2,1100.0,920.0,990.0,410.0
4169,푸른사자와니니,도서,1510.0,7640.0,2.1,71.2,0.15,0.99,12,2,2210.0,630.0,1070.0,760.0
4170,변신,도서,5320.0,27300.0,0.3,0.7,0.01,0.01,3,3,1070.0,890.0,990.0,260.0
4171,역사란무엇인가,도서,1160.0,2020.0,1.7,0.0,0.15,0.0,6,2,1060.0,760.0,790.0,230.0
4172,비탄,도서,890.0,3240.0,0.0,0.0,0.0,0.0,2,2,260.0,80.0,160.0,80.0
4173,카네기인간관계론,도서,1270.0,4570.0,0.8,10.7,0.07,0.25,12,2,1160.0,850.0,990.0,680.0
4174,장미의이름,도서,1120.0,3260.0,0.7,0.3,0.07,0.02,9,2,880.0,700.0,740.0,320.0
4175,알,도서,3320.0,8570.0,0.9,1.3,0.03,0.02,11,2,850.0,550.0,760.0,460.0
4176,고사성어,도서,4010.0,15200.0,1.1,0.7,0.03,0.01,12,2,1110.0,780.0,2590.0,740.0
4177,김종국,도서,18700.0,169700.0,0.7,18.7,0.01,0.02,3,3,220.0,170.0,310.0,220.0
4178,메가공무원,도서,38800.0,69500.0,12.7,1.0,0.04,0.01,8,2,640.0,480.0,300.0,240.0
4179,유교,도서,3410.0,9830.0,0.0,0.0,0.0,0.0,3,3,810.0,230.0,310.0,160.0
4180,도교,도서,1680.0,5460.0,0.6,1.3,0.04,0.03,7,2,1060.0,500.0,470.0,430.0
4181,천도교,도서,1300.0,5510.0,0.0,2.5,0.0,0.06,2,2,710.0,80.0,150.0,80.0
4182,다큐멘터리,도서,2960.0,6180.0,0.6,2.0,0.03,0.04,12,2,1100.0,810.0,930.0,550.0
4183,메타데이터,도서,1920.0,1590.0,0.0,0.0,0.0,0.0,3,3,1090.0,800.0,720.0,480.0
4184,몸,도서,950.0,3650.0,0.7,0.3,0.08,0.01,3,3,940.0,170.0,500.0,300.0
4185,중력,도서,2880.0,9120.0,1.3,0.3,0.05,0.01,3,3,940.0,200.0,400.0,260.0
4186,아름다운샘,도서,1270.0,1870.0,0.4,0.3,0.04,0.02,5,2,1100.0,250.0,310.0,240.0
4187,아우구스티누스,도서,1230.0,2990.0,0.0,0.0,0.0,0.0,3,3,1020.0,130.0,340.0,200.0
4188,전한길,도서,3840.0,14600.0,0.7,105.5,0.02,0.79,10,2,1050.0,600.0,370.0,310.0
4189,후성유전학,도서,1020.0,1240.0,0.0,0.3,0.0,0.03,3,3,850.0,250.0,300.0,170.0
4190,가로주택정비사업,도서,3520.0,8040.0,5.6,74.9,0.17,1.0,15,3,1590.0,1070.0,1570.0,960.0
4191,그래프그리기,도서,1710.0,1930.0,0.1,0.9,0.01,0.05,10,2,980.0,240.0,340.0,280.0
4192,러일전쟁,도서,3300.0,9390.0,0.0,0.0,0.0,0.0,3,3,820.0,290.0,370.0,250.0
4193,박완서,도서,3230.0,12800.0,0.0,2.0,0.0,0.02,3,3,190.0,150.0,240.0,200.0
4194,상대성이론,도서,3200.0,12700.0,0.0,0.3,0.0,0.01,3,3,850.0,290.0,390.0,250.0
4195,상법,도서,16200.0,5650.0,1.1,2.9,0.01,0.06,15,3,4370.0,3460.0,9840.0,7400.0
4196,안나카레니나,도서,1380.0,4580.0,0.4,0.3,0.03,0.01,8,2,990.0,860.0,980.0,730.0
4197,피프티피플,도서,960.0,3070.0,0.0,1.3,0.0,0.05,9,2,960.0,300.0,440.0,330.0
4198,지구에서한아뿐,도서,1060.0,5370.0,1.1,0.7,0.11,0.02,6,2,860.0,390.0,500.0,370.0
4199,안네의일기,도서,1950.0,8190.0,0.4,2.7,0.03,0.04,8,2,1090.0,840.0,930.0,750.0
4200,춘추전국시대,도서,1810.0,4930.0,0.3,1.3,0.02,0.03,3,3,900.0,460.0,470.0,330.0
4201,컬러테라피,도서,1350.0,2700.0,4.4,17.8,0.34,0.69,15,3,2970.0,1410.0,1790.0,1660.0
4202,테라포마스,도서,960.0,3660.0,0.0,0.0,0.0,0.0,3,3,790.0,570.0,370.0,190.0
4203,의학용어,도서,8650.0,17600.0,2.0,5.0,0.03,0.04,12,2,1130.0,810.0,1160.0,640.0
4204,불편한편의점,도서,12700.0,55500.0,13.3,267.5,0.11,0.52,15,3,2260.0,1170.0,1210.0,950.0
4205,베스트셀러순위,도서,8540.0,62500.0,52.5,660.5,0.64,1.14,15,3,1230.0,770.0,720.0,670.0
4206,인터넷서점,도서,2860.0,5040.0,80.6,356.7,2.95,8.05,15,3,1710.0,1290.0,1610.0,1100.0
4207,도서,도서,7610.0,18000.0,58.0,256.5,0.8,1.53,15,3,1730.0,1380.0,1480.0,1350.0
4208,베스트셀러,도서,20300.0,55900.0,96.3,975.3,0.49,1.87,15,3,1410.0,930.0,1220.0,880.0
4209,책추천,도서,7210.0,45100.0,7.1,150.1,0.11,0.36,15,3,2360.0,1510.0,1770.0,950.0
4210,온라인서점,도서,980.0,2060.0,16.3,128.6,1.72,6.74,15,3,1980.0,1590.0,1710.0,1600.0
4211,인문학책추천,도서,1090.0,5070.0,2.6,31.9,0.25,0.68,15,3,530.0,370.0,510.0,310.0
4212,소설베스트셀러,도서,2860.0,17600.0,10.5,194.8,0.38,1.19,15,3,940.0,740.0,720.0,650.0
4213,추천도서,도서,4430.0,15900.0,0.9,0.3,0.03,0.01,14,3,4710.0,3820.0,3770.0,3090.0
4214,문고,도서,960.0,5010.0,9.5,31.0,1.03,0.68,15,3,800.0,490.0,780.0,730.0
4215,20대책추천,도서,930.0,4490.0,1.3,18.6,0.15,0.45,15,3,1250.0,990.0,1030.0,520.0
4216,스테디셀러,도서,3340.0,7820.0,2.3,1.7,0.08,0.03,15,3,1920.0,1510.0,1420.0,870.0
4217,에세이추천,도서,1020.0,5570.0,0.2,0.3,0.03,0.01,14,3,1400.0,650.0,720.0,650.0
4218,에세이베스트셀러,도서,1040.0,5410.0,1.2,1.0,0.13,0.02,10,2,580.0,410.0,670.0,570.0
4219,서적,도서,1830.0,3160.0,6.1,23.3,0.35,0.79,15,3,2740.0,1210.0,1260.0,950.0
4220,베스트셀러소설,도서,1660.0,7650.0,3.5,37.2,0.22,0.52,15,3,3250.0,1710.0,2980.0,500.0
4221,도서추천,도서,2130.0,4250.0,1.4,0.0,0.07,0.0,15,3,9710.0,1640.0,1570.0,1010.0
4222,투자,도서,4580.0,5900.0,11.1,37.7,0.26,0.71,15,3,9300.0,6960.0,7080.0,6360.0
4223,자기계발,도서,10800.0,22300.0,1.9,4.8,0.02,0.03,15,3,14180.0,3900.0,14660.0,5020.0
4224,미국,도서,55200.0,159500.0,35.9,9.3,0.07,0.01,7,2,950.0,570.0,1000.0,550.0
4225,자기개발,도서,9200.0,14900.0,1.8,3.5,0.03,0.03,15,3,2190.0,1900.0,2450.0,2210.0
4226,책리뷰,도서,830.0,1060.0,1.0,0.8,0.12,0.08,14,3,1110.0,360.0,300.0,270.0
4227,추리소설베스트셀러,도서,880.0,5770.0,4.9,31.7,0.58,0.59,8,2,930.0,540.0,850.0,550.0
4228,책베스트셀러,도서,1820.0,11500.0,20.3,343.8,1.16,3.16,11,2,750.0,510.0,680.0,590.0
4229,문화예술,도서,1490.0,1600.0,0.5,0.7,0.04,0.05,15,3,7990.0,1780.0,8430.0,4070.0
4230,소설책추천,도서,1590.0,9460.0,0.5,0.7,0.04,0.01,14,3,1330.0,890.0,740.0,660.0
4231,신간도서,도서,900.0,3380.0,6.3,33.2,0.72,1.06,15,3,990.0,730.0,890.0,610.0
4232,인문학,도서,5870.0,14700.0,0.0,0.3,0.0,0.01,3,3,1580.0,1160.0,1790.0,1380.0
4233,경제책추천,도서,900.0,4270.0,1.5,22.5,0.18,0.56,12,2,1220.0,1020.0,1160.0,510.0
4234,로맨스소설,도서,880.0,7680.0,2.3,105.8,0.27,1.51,15,3,2640.0,2030.0,3090.0,1790.0
4235,역사,도서,5200.0,13500.0,1.7,1.0,0.04,0.01,15,3,1270.0,1050.0,1280.0,1060.0
4236,스페인,도서,19600.0,75700.0,5.2,6.0,0.03,0.01,13,2,740.0,690.0,780.0,700.0
4237,어린이,도서,3360.0,10000.0,0.8,1.0,0.03,0.02,15,3,3540.0,1310.0,3590.0,810.0
4238,국내여행안내사,도서,1240.0,2980.0,1.0,8.8,0.09,0.32,15,3,3700.0,3560.0,4380.0,3900.0
4239,자서전,도서,2410.0,6220.0,2.3,10.1,0.11,0.18,15,3,7080.0,5960.0,6210.0,6060.0
4240,도서순위,도서,1110.0,2870.0,4.5,25.7,0.42,0.97,15,3,1490.0,540.0,460.0,360.0
4241,북큐레이션,도서,1170.0,1100.0,0.9,4.1,0.08,0.41,15,3,2520.0,2040.0,2280.0,2030.0
4242,추리소설,도서,1520.0,5760.0,0.4,1.0,0.04,0.02,13,2,870.0,740.0,830.0,720.0
4243,인체,도서,1160.0,3280.0,0.1,0.8,0.02,0.03,15,3,1180.0,970.0,1260.0,950.0
4244,학습,도서,2470.0,3340.0,0.5,1.0,0.03,0.04,15,3,9520.0,7090.0,5970.0,4570.0
4245,생물,도서,2090.0,5520.0,0.4,2.2,0.03,0.05,15,3,3310.0,2840.0,4390.0,2850.0
4246,물리,도서,2000.0,7200.0,0.4,0.3,0.03,0.01,15,3,2020.0,1870.0,2020.0,1860.0
4247,과학,도서,4840.0,12600.0,2.1,5.1,0.05,0.05,15,3,7120.0,4340.0,7010.0,4600.0
4248,소설책,도서,1620.0,6750.0,1.6,55.7,0.11,0.88,15,3,2450.0,930.0,2460.0,800.0
4249,소설추천,도서,2800.0,16600.0,2.1,64.6,0.08,0.42,15,3,1350.0,1220.0,1460.0,1180.0
4250,한영사전,도서,5500.0,17600.0,4.7,67.4,0.09,0.41,8,2,1030.0,410.0,660.0,370.0
4251,고전소설,도서,1440.0,5110.0,0.3,1.3,0.03,0.03,3,3,860.0,250.0,370.0,300.0
4252,심리학책추천,도서,1370.0,6110.0,0.7,1.7,0.06,0.03,13,2,1450.0,1180.0,1130.0,1020.0
4253,BOOK,도서,1590.0,5510.0,1.0,3.0,0.07,0.06,12,2,1040.0,620.0,800.0,550.0
4254,데미안줄거리,도서,1250.0,4860.0,0.0,0.0,0.0,0.0,3,3,580.0,210.0,580.0,90.0
4255,발,도서,2580.0,11600.0,1.5,1.3,0.07,0.02,15,3,830.0,560.0,660.0,440.0
4256,삼국지13,도서,1770.0,1480.0,1.2,0.3,0.08,0.02,9,2,1170.0,380.0,410.0,330.0
4257,신곡,도서,1870.0,10200.0,0.9,0.3,0.05,0.01,8,2,330.0,250.0,580.0,400.0
4258,추리소설추천,도서,1010.0,5360.0,0.3,0.3,0.04,0.01,12,2,870.0,670.0,610.0,540.0
4259,클래식공연,도서,2140.0,9160.0,1.7,47.7,0.09,0.57,15,3,3270.0,1460.0,3540.0,1630.0
4260,오케스트라공연,도서,820.0,4550.0,1.7,1.3,0.23,0.04,15,3,2630.0,660.0,2830.0,620.0
4261,클래식음악,도서,2730.0,6310.0,3.7,8.0,0.14,0.14,15,3,1010.0,820.0,1060.0,600.0
4262,소설쓰는법,도서,860.0,2440.0,2.7,33.0,0.34,1.44,15,3,2180.0,1900.0,2250.0,1980.0
4263,토론,도서,4880.0,9430.0,0.9,0.3,0.02,0.01,15,3,3050.0,2700.0,5110.0,3530.0
4264,미술전시회,도서,2810.0,16200.0,8.7,282.8,0.33,1.89,15,3,1510.0,1150.0,1790.0,1300.0
4265,한국사,도서,22100.0,32800.0,14.5,112.3,0.07,0.37,15,3,5820.0,5030.0,6080.0,4890.0
4266,영어도서관,도서,1400.0,12100.0,5.1,55.8,0.38,0.49,15,3,6070.0,4650.0,4970.0,3970.0
4267,스터디카페,도서,17800.0,288200.0,65.4,729.8,0.39,0.29,15,3,5650.0,4340.0,15440.0,12360.0
4268,신간,도서,850.0,2080.0,1.4,1.5,0.18,0.08,15,3,770.0,580.0,720.0,530.0
4269,자기개발서,도서,1260.0,2660.0,1.2,2.7,0.11,0.11,10,2,1350.0,380.0,460.0,390.0
4270,자기계발서,도서,2050.0,5150.0,0.7,1.3,0.04,0.03,15,3,1520.0,1160.0,1210.0,980.0
4271,트렌드코리아2023,도서,15700.0,32000.0,34.5,114.3,0.23,0.38,9,2,1650.0,950.0,850.0,650.0
4272,삼국지14,도서,4610.0,5050.0,2.1,0.3,0.05,0.01,11,2,1460.0,370.0,640.0,500.0
4273,호모데우스,도서,880.0,2260.0,0.4,0.0,0.05,0.0,11,2,850.0,680.0,650.0,510.0
4274,문학,도서,4030.0,9720.0,0.5,0.3,0.02,0.01,14,3,1530.0,1260.0,2800.0,1490.0
4275,역행자,도서,9650.0,32000.0,15.5,386.0,0.17,1.3,15,3,2640.0,800.0,1420.0,810.0
4276,아몬드책,도서,3190.0,15800.0,1.9,2.7,0.07,0.02,9,2,730.0,440.0,500.0,410.0
4277,럭키드로우,도서,4530.0,10300.0,2.5,1.0,0.06,0.02,14,3,460.0,390.0,670.0,490.0
4278,기브앤테이크,도서,1480.0,6750.0,0.0,1.7,0.0,0.03,3,3,920.0,630.0,420.0,320.0
4279,오은영,도서,19200.0,141400.0,5.6,14.3,0.04,0.02,8,2,2840.0,400.0,600.0,540.0
4280,베르나르베르베르,도서,3400.0,18100.0,1.1,3.0,0.04,0.02,14,3,920.0,760.0,1020.0,860.0
4281,오은영박사,도서,2530.0,19600.0,0.8,4.7,0.04,0.03,5,2,2260.0,1770.0,520.0,390.0
4282,전염병,도서,2020.0,4590.0,0.0,0.0,0.0,0.0,3,3,810.0,120.0,220.0,90.0
4283,필리핀,도서,32100.0,95600.0,12.2,23.7,0.04,0.03,15,3,850.0,490.0,900.0,690.0
4284,긴긴밤,도서,3410.0,11700.0,4.7,41.5,0.15,0.38,10,2,2430.0,650.0,800.0,520.0
4285,소년이온다,도서,2070.0,7540.0,2.0,13.0,0.1,0.19,8,2,1340.0,700.0,720.0,600.0
4286,KEEPGOING,도서,1570.0,6950.0,0.8,0.0,0.06,0.0,4,1,950.0,360.0,580.0,330.0
4287,상실,도서,1650.0,4140.0,0.0,0.7,0.0,0.02,3,3,770.0,310.0,330.0,140.0
