,연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도,키워드,입찰가_모바일_1위
911,족저근막염신발,1550.0,13200.0,15.1,542.9,1.0,4.45,15,3,족저근막염신발,2050.0
912,평발깔창,1150.0,7510.0,9.5,211.2,0.86,3.02,15,3,평발깔창,3510.0
913,남자첼시부츠,2080.0,9390.0,9.4,88.8,0.48,1.02,15,3,남자첼시부츠,1650.0
914,편한신발,1160.0,8720.0,11.7,153.7,1.05,1.92,15,3,편한신발,1430.0
915,발바닥통증,4210.0,57100.0,4.5,279.3,0.11,0.53,15,3,발바닥통증,10750.0
916,발뒤꿈치패드,1350.0,14200.0,3.9,86.2,0.31,0.62,15,3,발뒤꿈치패드,1930.0
917,무지개물고기,1430.0,5560.0,0.6,19.0,0.05,0.37,11,2,무지개물고기,1480.0
918,등통증,2750.0,32300.0,0.8,2.0,0.04,0.01,14,3,등통증,10520.0
919,평발,1060.0,7230.0,1.6,0.3,0.16,0.01,15,3,평발,6760.0
920,비브람,1140.0,5220.0,2.0,42.3,0.19,0.89,15,3,비브람,1800.0
921,제골기,1350.0,5670.0,1.5,22.9,0.12,0.44,15,3,제골기,2770.0
922,발뒤꿈치통증,2320.0,30600.0,1.9,127.5,0.09,0.45,15,3,발뒤꿈치통증,10690.0
923,골프용품,6280.0,23300.0,89.7,266.0,1.48,1.23,15,3,골프용품,2630.0
924,발등통증,1640.0,19500.0,0.4,2.0,0.03,0.02,14,3,발등통증,8200.0
925,신발밑창보강,1080.0,5510.0,7.3,182.8,0.71,3.56,15,3,신발밑창보강,1690.0
926,족저근막염,13600.0,105800.0,4.4,302.0,0.04,0.31,15,3,족저근막염,13360.0
927,등산준비물,1850.0,12100.0,4.3,92.2,0.24,0.82,15,3,등산준비물,1320.0
928,걷기운동,1080.0,4040.0,0.8,1.7,0.08,0.05,14,3,걷기운동,1310.0
929,지압슬리퍼,3450.0,14600.0,27.9,378.4,0.83,2.79,15,3,지압슬리퍼,1880.0
930,구름슬리퍼,1260.0,8060.0,1.9,83.1,0.16,1.13,15,3,구름슬리퍼,1870.0
931,남자정장구두,1200.0,7300.0,9.3,96.5,0.81,1.44,15,3,남자정장구두,1710.0
932,남성로퍼,3270.0,11700.0,16.3,71.3,0.53,0.67,15,3,남성로퍼,1830.0
933,발뒤꿈치갈라짐,1560.0,17800.0,5.5,256.8,0.36,1.51,15,3,발뒤꿈치갈라짐,2240.0
934,샴푸,14100.0,109600.0,42.6,521.4,0.32,0.51,15,3,샴푸,7810.0
935,탈모샴푸,10700.0,74000.0,35.5,531.5,0.35,0.77,15,3,탈모샴푸,6230.0
936,약산성샴푸,1800.0,33400.0,5.2,118.3,0.31,0.39,15,3,약산성샴푸,4340.0
937,아기로션,1890.0,11600.0,2.7,27.6,0.15,0.25,15,3,아기로션,6280.0
938,두피샴푸,1180.0,10700.0,3.2,41.0,0.28,0.41,15,3,두피샴푸,7040.0
939,샴푸추천,3870.0,32600.0,9.9,280.3,0.27,0.93,15,3,샴푸추천,4740.0
940,지루성두피염샴푸,2200.0,14500.0,12.2,314.0,0.58,2.34,15,3,지루성두피염샴푸,5540.0
941,미용실샴푸,1760.0,16000.0,5.0,205.5,0.3,1.39,15,3,미용실샴푸,3180.0
942,바디워시,8830.0,79200.0,15.9,297.0,0.19,0.4,15,3,바디워시,4220.0
943,지성샴푸,1550.0,10200.0,3.4,86.8,0.23,0.91,15,3,지성샴푸,4380.0
944,헤어트리트먼트,2390.0,19300.0,9.9,102.3,0.43,0.57,15,3,헤어트리트먼트,3790.0
945,피부,2270.0,7340.0,1.8,3.5,0.09,0.06,15,3,피부,25030.0
946,린스,1720.0,11500.0,1.4,45.8,0.09,0.43,15,3,린스,2290.0
947,탈모샴푸1위,1380.0,12700.0,6.1,296.2,0.45,2.49,15,3,탈모샴푸1위,4000.0
948,두피스케일링,2230.0,17900.0,6.6,162.8,0.31,0.98,15,3,두피스케일링,19230.0
949,디퓨저,13800.0,42700.0,29.9,391.0,0.23,0.99,15,3,디퓨저,3530.0
950,M자탈모,1090.0,9440.0,1.5,29.5,0.14,0.34,15,3,M자탈모,16930.0
951,정수리탈모,1800.0,18000.0,2.3,63.8,0.14,0.38,15,3,정수리탈모,23160.0
952,대용량샴푸,1230.0,5610.0,2.8,38.8,0.24,0.75,15,3,대용량샴푸,2970.0
953,탈모샴푸추천,1200.0,15500.0,3.5,82.0,0.3,0.57,15,3,탈모샴푸추천,5140.0
954,디퓨저추천,1320.0,7080.0,3.4,62.5,0.27,0.96,15,3,디퓨저추천,2230.0
955,올리브영샴푸,1070.0,6820.0,1.1,46.3,0.11,0.74,11,2,올리브영샴푸,1710.0
956,탈모예방,1510.0,13800.0,3.5,116.3,0.24,0.9,15,3,탈모예방,10950.0
957,지루성두피염,3730.0,29000.0,4.6,101.0,0.13,0.38,15,3,지루성두피염,15400.0
958,TS샴푸,7050.0,50300.0,24.4,909.0,0.37,1.95,15,3,TS샴푸,3740.0
959,샴푸바,3920.0,15600.0,21.3,134.5,0.56,0.92,15,3,샴푸바,2530.0
960,트리트먼트,5790.0,44600.0,6.6,226.5,0.12,0.55,15,3,트리트먼트,5380.0
961,헤어팩,2510.0,18600.0,4.5,89.3,0.19,0.52,15,3,헤어팩,3470.0
962,트리트먼트추천,1170.0,12900.0,1.3,68.9,0.12,0.57,15,3,트리트먼트추천,2580.0
963,헤어에센스,7020.0,65800.0,10.5,292.5,0.16,0.48,15,3,헤어에센스,3500.0
964,노워시트리트먼트,1550.0,5770.0,2.5,48.8,0.17,0.93,15,3,노워시트리트먼트,2960.0
965,컨디셔너,1110.0,9490.0,0.9,57.3,0.09,0.65,15,3,컨디셔너,2030.0
966,헤어오일,2290.0,21700.0,4.9,67.0,0.23,0.34,15,3,헤어오일,4950.0
967,TREATMENT,3220.0,8670.0,0.0,0.3,0.0,0.01,3,3,TREATMENT,1110.0
968,헤어에센스추천,1290.0,11200.0,2.5,117.0,0.2,1.12,15,3,헤어에센스추천,2720.0
969,두피에센스,1310.0,9600.0,1.1,37.8,0.09,0.45,15,3,두피에센스,4450.0
970,컬링에센스,1130.0,10700.0,1.3,42.8,0.12,0.43,15,3,컬링에센스,2060.0
971,헤어미스트,1650.0,10600.0,3.2,60.9,0.2,0.62,15,3,헤어미스트,1980.0
972,컬크림,2040.0,13400.0,5.3,61.9,0.28,0.5,15,3,컬크림,2980.0
973,두피영양제,1310.0,10700.0,3.4,187.1,0.28,1.9,15,3,두피영양제,3680.0
974,비타민젤리,1420.0,7510.0,3.1,70.9,0.23,1.02,15,3,비타민젤리,6170.0
975,탈모영양제,1350.0,8730.0,3.5,88.6,0.27,1.1,15,3,탈모영양제,3780.0
976,손세정제,3880.0,13900.0,5.2,51.8,0.14,0.41,15,3,손세정제,4710.0
977,등드름바디워시,1470.0,10300.0,4.1,134.7,0.29,1.41,15,3,등드름바디워시,5920.0
978,바디워시추천,1850.0,17400.0,1.5,76.6,0.09,0.47,15,3,바디워시추천,4810.0
979,손소독제,4960.0,11300.0,11.1,52.2,0.23,0.49,15,3,손소독제,8010.0
980,남성화장품,2440.0,10600.0,19.5,144.6,0.83,1.45,15,3,남성화장품,2820.0
981,남자화장품,2620.0,12300.0,14.5,126.3,0.58,1.1,15,3,남자화장품,3210.0
982,시카케어,2250.0,14500.0,1.7,65.3,0.08,0.48,15,3,시카케어,3620.0
983,세수비누,1140.0,6300.0,5.0,82.9,0.46,1.42,15,3,세수비누,2020.0
984,핸드크림,22300.0,103600.0,45.7,450.0,0.21,0.46,15,3,핸드크림,4650.0
985,도루코면도기,2230.0,12800.0,5.0,130.5,0.24,1.1,15,3,도루코면도기,1750.0
986,면봉,2190.0,8070.0,2.3,43.2,0.11,0.58,15,3,면봉,2050.0
987,소독티슈,1340.0,5230.0,2.6,24.1,0.2,0.5,15,3,소독티슈,7020.0
988,요석제거제,2180.0,6200.0,6.7,85.8,0.32,1.49,15,3,요석제거제,1830.0
989,비건화장품,3130.0,7070.0,26.9,113.5,0.89,1.7,15,3,비건화장품,5350.0
990,바디스크럽,2470.0,21800.0,7.8,143.3,0.33,0.7,15,3,바디스크럽,3590.0
991,도루코,5220.0,10000.0,1.4,16.7,0.03,0.18,15,3,도루코,1260.0
992,남자올인원,1130.0,5130.0,2.6,30.1,0.25,0.63,15,3,남자올인원,4040.0
993,약산성바디워시,1020.0,3540.0,1.1,25.0,0.11,0.75,15,3,약산성바디워시,3930.0
994,크린콜,1950.0,4940.0,3.1,59.3,0.17,1.28,15,3,크린콜,2880.0
995,바디,1160.0,5720.0,0.3,1.7,0.03,0.04,15,3,바디,1500.0
996,바이오가,1960.0,15100.0,5.5,167.8,0.29,1.18,9,2,바이오가,3260.0
997,인그로운헤어,1490.0,14600.0,1.5,18.9,0.11,0.14,15,3,인그로운헤어,2960.0
998,샤워,1410.0,5570.0,0.4,1.3,0.03,0.03,15,3,샤워,1030.0
999,아기용품,1420.0,6390.0,11.1,68.8,0.81,1.18,15,3,아기용품,2840.0
1000,스크럽,2070.0,7890.0,2.3,4.5,0.12,0.07,15,3,스크럽,4270.0
1001,향좋은바디로션추천,1430.0,13600.0,5.3,128.3,0.38,1.0,15,3,향좋은바디로션추천,2960.0
1002,바디크림,1460.0,7750.0,4.3,39.8,0.31,0.55,15,3,바디크림,4820.0
1003,바디로션추천,2710.0,29900.0,4.5,87.8,0.17,0.31,15,3,바디로션추천,4480.0
1004,바디로션,13000.0,88100.0,15.7,414.0,0.13,0.5,15,3,바디로션,5680.0
1005,베이비페어,11800.0,84100.0,7.1,108.8,0.07,0.15,15,3,베이비페어,2490.0
1006,액체세제,1790.0,11700.0,3.7,80.5,0.22,0.74,15,3,액체세제,3060.0
1007,수저세트,4620.0,34100.0,10.9,291.0,0.25,0.93,15,3,수저세트,2570.0
1008,페브리즈,5990.0,19400.0,2.5,103.0,0.05,0.57,15,3,페브리즈,2420.0
1009,자동차커버,1980.0,7750.0,9.1,125.3,0.48,1.74,15,3,자동차커버,1710.0
1010,유아로션,1220.0,5290.0,1.4,22.2,0.12,0.45,15,3,유아로션,7320.0
1011,모기약,1240.0,5170.0,1.9,30.3,0.17,0.65,15,3,모기약,2080.0
1012,맥주효모샴푸,4370.0,34900.0,28.1,636.4,0.66,1.95,15,3,맥주효모샴푸,3820.0
1013,탈모,6460.0,31400.0,10.4,110.8,0.17,0.38,15,3,탈모,14960.0
1014,비듬샴푸,3210.0,26600.0,9.5,263.0,0.31,1.06,15,3,비듬샴푸,5770.0
1015,원형탈모,1700.0,14800.0,1.1,66.0,0.07,0.48,15,3,원형탈모,25260.0
1016,헤어토닉,1370.0,8520.0,2.5,44.8,0.19,0.58,15,3,헤어토닉,3610.0
1017,비오틴,10000.0,251300.0,23.6,1529.0,0.24,0.64,15,3,비오틴,7220.0
1018,맥주효모,6430.0,50200.0,33.9,994.5,0.55,2.12,15,3,맥주효모,3690.0
1019,KGF,3320.0,4240.0,0.0,0.3,0.0,0.01,3,3,KGF,1150.0
1020,대머리,1390.0,6790.0,0.5,5.3,0.04,0.09,15,3,대머리,4550.0
1021,머리숱,2970.0,15400.0,0.7,3.0,0.03,0.03,15,3,머리숱,5850.0
1022,비오틴추천,1940.0,7780.0,4.1,85.0,0.23,1.17,15,3,비오틴추천,4670.0
1023,비오틴효과,2620.0,29700.0,5.8,623.3,0.23,2.26,15,3,비오틴효과,3760.0
1024,비오틴영양제,1440.0,5890.0,4.1,149.5,0.29,2.72,15,3,비오틴영양제,4690.0
1025,모낭염,5100.0,41000.0,1.4,4.7,0.03,0.02,15,3,모낭염,4400.0
1026,머리빨리기르는법,1630.0,23200.0,1.9,174.3,0.12,0.82,15,3,머리빨리기르는법,5290.0
1027,비듬없애는방법,1480.0,18100.0,2.9,197.3,0.21,1.17,15,3,비듬없애는방법,4070.0
1028,두피뾰루지,1040.0,12000.0,1.7,44.0,0.17,0.39,15,3,두피뾰루지,6180.0
1029,두피각질,1530.0,12700.0,1.3,51.1,0.09,0.43,15,3,두피각질,8150.0
1030,비듬,1700.0,9820.0,1.2,2.0,0.08,0.03,15,3,비듬,4480.0
1031,세타필로션,2100.0,23200.0,3.4,242.0,0.17,1.1,15,3,세타필로션,3190.0
1032,세타필,6740.0,33900.0,13.7,309.5,0.21,0.97,15,3,세타필,3320.0
1033,세타필바디로션,3070.0,27700.0,4.5,341.3,0.16,1.31,15,3,세타필바디로션,3590.0
1034,남자로션,2910.0,14400.0,7.7,93.0,0.28,0.69,15,3,남자로션,4030.0
1035,임산부튼살크림,1270.0,9370.0,1.5,22.5,0.13,0.26,15,3,임산부튼살크림,4310.0
1036,로션,4420.0,16200.0,4.4,54.4,0.11,0.36,15,3,로션,41400.0
1037,올리브영바디로션,1260.0,9520.0,0.5,17.7,0.05,0.2,11,2,올리브영바디로션,2090.0
1038,세타필크림,2150.0,26500.0,3.2,188.3,0.16,0.75,15,3,세타필크림,3240.0
1039,베이비로션,1610.0,5990.0,2.7,31.3,0.18,0.56,15,3,베이비로션,5530.0
1040,튼살크림,2920.0,23600.0,5.4,141.5,0.19,0.64,15,3,튼살크림,3560.0
1041,에멀젼,1220.0,4200.0,0.3,0.7,0.03,0.02,3,3,에멀젼,2290.0
1042,돌선물,2390.0,16800.0,2.4,11.7,0.11,0.08,15,3,돌선물,3280.0
1043,임산부,3520.0,13600.0,12.7,166.5,0.38,1.31,15,3,임산부,1980.0
1044,보습크림,2240.0,11500.0,8.6,78.4,0.4,0.72,15,3,보습크림,46990.0
1045,스킨로션,1580.0,8090.0,2.6,38.5,0.18,0.52,15,3,스킨로션,4030.0
1046,초등학생선물,1780.0,9000.0,4.0,55.9,0.23,0.67,15,3,초등학생선물,1630.0
1047,임신소양증,1970.0,7820.0,0.1,0.3,0.01,0.01,13,2,임신소양증,8720.0
1048,임신,4470.0,31100.0,0.1,2.3,0.01,0.01,15,3,임신,18300.0
1049,유아학습지,1250.0,3080.0,9.4,80.8,0.77,2.79,15,3,유아학습지,100000.0
1050,마스크팩,9760.0,104800.0,27.1,480.3,0.29,0.48,15,3,마스크팩,4810.0
1051,콜라겐마스크팩,1160.0,13200.0,5.1,108.1,0.46,0.87,15,3,콜라겐마스크팩,4730.0
1052,콜라겐팩,1220.0,14000.0,6.1,159.4,0.51,1.21,15,3,콜라겐팩,3560.0
1053,앰플,4400.0,17700.0,11.1,65.9,0.27,0.4,15,3,앰플,25930.0
1054,팩,1940.0,10400.0,2.7,7.1,0.15,0.08,15,3,팩,2640.0
1055,세럼,4570.0,27000.0,7.1,39.5,0.17,0.16,15,3,세럼,32090.0
1056,셀룰로오스,2080.0,4200.0,1.3,3.9,0.07,0.1,15,3,셀룰로오스,1450.0
1057,피부영양제,1020.0,9150.0,2.5,39.0,0.27,0.47,15,3,피부영양제,7110.0
1058,워시오프팩,1070.0,2650.0,1.9,16.8,0.19,0.69,15,3,워시오프팩,20780.0
1059,피부좋아지는법,1120.0,12200.0,0.9,34.0,0.09,0.3,15,3,피부좋아지는법,3830.0
1060,위생팬티,1080.0,9220.0,11.2,230.7,1.07,2.7,15,3,위생팬티,4070.0
1061,클렌징폼,3600.0,65700.0,6.3,82.4,0.19,0.13,15,3,클렌징폼,6440.0
1062,클렌징오일,4560.0,34900.0,9.5,245.5,0.22,0.76,15,3,클렌징오일,4990.0
1063,폼클렌징,5380.0,42600.0,8.3,124.5,0.16,0.31,15,3,폼클렌징,6540.0
1064,폼클렌징추천,1010.0,16100.0,1.4,38.0,0.15,0.25,15,3,폼클렌징추천,6120.0
1065,클렌징워터,1790.0,13700.0,1.9,32.9,0.12,0.26,15,3,클렌징워터,22880.0
1066,클렌징,1290.0,4530.0,2.6,14.5,0.22,0.35,15,3,클렌징,22370.0
1067,약산성폼클렌징,1620.0,23900.0,2.3,46.4,0.15,0.21,15,3,약산성폼클렌징,7310.0
1068,ACNE,1670.0,6060.0,1.1,8.9,0.07,0.16,15,3,ACNE,1850.0
1069,바닐라코클렌징밤,1570.0,15300.0,5.1,80.2,0.33,0.57,15,3,바닐라코클렌징밤,2720.0
1070,PORE,1310.0,2640.0,0.1,0.0,0.01,0.0,15,3,PORE,1050.0
1071,클렌징밀크,1750.0,14600.0,3.7,92.8,0.22,0.69,15,3,클렌징밀크,21280.0
1072,클렌징밤,1310.0,8340.0,5.1,48.0,0.4,0.62,15,3,클렌징밤,4610.0
1073,리무버,2070.0,6620.0,0.7,18.9,0.04,0.31,15,3,리무버,1680.0
1074,진동클렌저,1210.0,4510.0,2.9,34.8,0.24,0.84,15,3,진동클렌저,3510.0
1075,분장,1720.0,4540.0,0.9,1.3,0.06,0.03,15,3,분장,3460.0
1076,화농성여드름,2000.0,16600.0,0.1,6.5,0.01,0.05,15,3,화농성여드름,13470.0
1077,살리실산,2310.0,8890.0,2.2,39.3,0.1,0.48,15,3,살리실산,2560.0
1078,블랙헤드제거,1810.0,17400.0,1.4,96.3,0.09,0.61,15,3,블랙헤드제거,5050.0
1079,마이크로바이옴,3890.0,6930.0,3.3,83.5,0.09,1.28,15,3,마이크로바이옴,2870.0
1080,로즈힙,3050.0,20000.0,10.3,533.9,0.35,2.8,15,3,로즈힙,4460.0
1081,수분크림,8550.0,62100.0,22.3,283.5,0.27,0.49,15,3,수분크림,9430.0
1082,수분크림추천,1710.0,12500.0,3.7,130.9,0.23,1.11,15,3,수분크림추천,26190.0
1083,여자스킨로션추천,1070.0,3960.0,1.3,38.0,0.14,1.03,15,3,여자스킨로션추천,3280.0
1084,스킨,2920.0,15800.0,5.0,90.6,0.18,0.62,15,3,스킨,3210.0
1085,영양크림,1330.0,8660.0,4.5,80.0,0.35,0.99,15,3,영양크림,4900.0
1086,세라마이드크림,1380.0,13700.0,3.4,156.8,0.26,1.19,15,3,세라마이드크림,2980.0
1087,안티에이징,1670.0,3370.0,2.1,9.7,0.14,0.32,15,3,안티에이징,8350.0
1088,세라마이드,4100.0,30000.0,7.3,586.3,0.19,2.08,15,3,세라마이드,3050.0
1089,리페어,1570.0,4740.0,0.5,7.1,0.04,0.16,15,3,리페어,1960.0
1090,보습,1060.0,3520.0,0.5,0.3,0.05,0.01,15,3,보습,4640.0
1091,탄력크림,1040.0,7390.0,5.3,86.3,0.52,1.25,15,3,탄력크림,25420.0
1092,피부건선,1350.0,13200.0,0.3,42.0,0.03,0.34,15,3,피부건선,17850.0
1093,히알루론산,6400.0,36000.0,8.9,373.5,0.15,1.11,15,3,히알루론산,3690.0
1094,수분,1320.0,2790.0,0.2,0.3,0.02,0.01,15,3,수분,2090.0
1095,아미노산,4810.0,21200.0,4.3,137.5,0.1,0.69,15,3,아미노산,2520.0
1096,탄소중립,21500.0,31600.0,4.6,1.7,0.03,0.01,15,3,탄소중립,3790.0
1097,윤리경영,1720.0,1400.0,0.9,0.0,0.06,0.0,15,3,윤리경영,3190.0
1098,사회공헌,2160.0,1260.0,2.9,2.1,0.14,0.18,15,3,사회공헌,15630.0
1099,ESG경영,30200.0,31900.0,8.9,108.3,0.04,0.36,15,3,ESG경영,5940.0
1100,ESG,50200.0,49300.0,13.9,97.0,0.03,0.21,15,3,ESG,9010.0
1101,미백크림,1580.0,16300.0,6.6,91.0,0.44,0.59,15,3,미백크림,5050.0
1102,시카크림,3350.0,25300.0,7.7,207.0,0.24,0.88,15,3,시카크림,5550.0
1103,재생크림,3650.0,31700.0,7.3,126.5,0.21,0.43,15,3,재생크림,24680.0
1104,나이아신,1690.0,5470.0,0.9,0.0,0.06,0.0,15,3,나이아신,2480.0
1105,선크림,9380.0,60000.0,12.3,217.7,0.14,0.39,15,3,선크림,4450.0
1106,선크림추천,1590.0,10200.0,2.7,68.3,0.18,0.72,15,3,선크림추천,4050.0
1107,무기자차선크림,1280.0,9590.0,2.1,73.5,0.17,0.82,15,3,무기자차선크림,4620.0
1108,톤업크림,3260.0,28700.0,7.1,147.3,0.23,0.56,15,3,톤업크림,3880.0
1109,톤업선크림,1660.0,13400.0,2.5,107.5,0.16,0.87,15,3,톤업선크림,5690.0
1110,블루라이트,2460.0,6560.0,1.4,0.7,0.06,0.02,15,3,블루라이트,1990.0
1111,메이크업베이스,1270.0,10600.0,1.3,45.8,0.11,0.47,15,3,메이크업베이스,2940.0
1112,골프볼주머니,1020.0,7630.0,6.9,129.0,0.7,1.82,15,3,골프볼주머니,1440.0
1113,골프파우치,4470.0,25000.0,8.9,244.8,0.21,1.07,15,3,골프파우치,1950.0
1114,선스틱,1280.0,6550.0,5.5,42.5,0.45,0.7,15,3,선스틱,2820.0
1115,쿠션,7370.0,44700.0,13.1,383.0,0.19,0.93,15,3,쿠션,2470.0
1116,쿠션커버,1800.0,15300.0,8.7,236.8,0.51,1.68,15,3,쿠션커버,2010.0
1117,의자등받이,1760.0,6400.0,12.8,117.5,0.76,1.97,15,3,의자등받이,1750.0
1118,이불,16400.0,95600.0,196.1,2132.7,1.24,2.42,15,3,이불,2680.0
1119,좌식쇼파,1800.0,15300.0,9.4,259.1,0.55,1.84,15,3,좌식쇼파,1640.0
1120,좌식소파,1280.0,5870.0,4.3,70.8,0.36,1.32,15,3,좌식소파,1060.0
1121,수입가구,1370.0,4900.0,73.5,295.6,5.57,6.54,15,3,수입가구,3180.0
1122,허리베개,1270.0,9990.0,9.3,204.5,0.76,2.21,15,3,허리베개,1890.0
1123,등받이쿠션,3850.0,26900.0,13.3,355.4,0.36,1.41,15,3,등받이쿠션,2000.0
1124,의자쿠션,1230.0,3050.0,3.7,28.0,0.31,1.0,15,3,의자쿠션,1820.0
1125,의자등받이쿠션,1010.0,2630.0,4.7,23.3,0.48,0.93,15,3,의자등받이쿠션,1410.0
1126,쇼파쿠션,1610.0,15300.0,15.1,306.2,0.98,2.16,15,3,쇼파쿠션,1610.0
1127,쿠션팩트,1900.0,18700.0,6.9,98.0,0.38,0.57,15,3,쿠션팩트,4180.0
1128,침구,2100.0,6050.0,30.5,113.6,1.5,2.04,15,3,침구,2290.0
1129,세덱,1320.0,6760.0,0.7,1.7,0.06,0.03,6,2,세덱,1230.0
1130,의자허리쿠션,1220.0,2870.0,5.1,37.8,0.44,1.41,15,3,의자허리쿠션,1420.0
1131,쿠션추천,1760.0,10600.0,2.2,48.1,0.13,0.5,15,3,쿠션추천,3100.0
1132,허리쿠션,2100.0,8410.0,7.1,54.0,0.36,0.68,15,3,허리쿠션,1830.0
1133,쿠션팩트추천,1310.0,15300.0,2.8,115.3,0.22,0.81,15,3,쿠션팩트추천,3960.0
1134,이불세트,3150.0,20500.0,41.5,496.1,1.37,2.62,15,3,이불세트,2670.0
1135,침구세트,2050.0,10300.0,33.9,244.6,1.71,2.55,15,3,침구세트,2440.0
1136,소파쿠션,1160.0,7650.0,13.6,144.3,1.22,2.07,15,3,소파쿠션,1820.0
1137,스탠드옷걸이,5990.0,36200.0,23.1,388.8,0.4,1.15,15,3,스탠드옷걸이,1610.0
1138,등쿠션,1490.0,10900.0,5.5,88.6,0.39,0.87,15,3,등쿠션,1950.0
1139,타월,1680.0,6560.0,8.5,70.0,0.52,1.14,15,3,타월,5150.0
1140,가구,8890.0,26500.0,130.1,633.3,1.52,2.6,15,3,가구,2640.0
1141,대형쿠션,2160.0,10100.0,6.5,132.8,0.32,1.41,15,3,대형쿠션,2350.0
1142,쇼파베드,2810.0,24700.0,18.3,406.7,0.68,1.79,15,3,쇼파베드,2230.0
1143,1인용쇼파,4860.0,42100.0,66.6,999.7,1.44,2.62,15,3,1인용쇼파,2690.0
1144,파우더팩트,1670.0,13800.0,4.9,73.1,0.3,0.58,15,3,파우더팩트,3120.0
1145,등받이의자,1370.0,7220.0,4.7,81.8,0.36,1.23,15,3,등받이의자,1700.0
1146,소파베드,5040.0,30700.0,25.5,250.9,0.53,0.88,15,3,소파베드,1700.0
1147,파운데이션추천,2140.0,16000.0,3.7,91.3,0.18,0.62,15,3,파운데이션추천,3800.0
1148,치질방석,1750.0,8350.0,7.3,126.0,0.44,1.61,15,3,치질방석,2650.0
1149,도넛방석,1210.0,7350.0,3.5,101.5,0.31,1.47,15,3,도넛방석,1900.0
1150,침대,26700.0,148200.0,270.3,3244.2,1.06,2.39,15,3,침대,3190.0
1151,의자방석,2420.0,8070.0,11.9,47.1,0.51,0.63,15,3,의자방석,2250.0
1152,식탁의자,8220.0,84700.0,90.0,1081.4,1.14,1.38,15,3,식탁의자,1820.0
1153,3인소파,1220.0,6030.0,11.9,99.5,1.01,1.81,15,3,3인소파,3900.0
1154,4인용식탁,3030.0,24600.0,40.1,408.2,1.38,1.79,15,3,4인용식탁,1850.0
1155,6인용식탁,4320.0,39600.0,93.7,1073.5,2.27,2.96,15,3,6인용식탁,2490.0
1156,4인식탁,1820.0,11700.0,17.1,198.3,0.97,1.86,15,3,4인식탁,2000.0
1157,철벽녀쿠션,1060.0,21900.0,2.8,342.1,0.28,1.89,15,3,철벽녀쿠션,2870.0
1158,리뷰이벤트,1850.0,3060.0,3.2,14.5,0.18,0.51,15,3,리뷰이벤트,1600.0
1159,콤팩트,1490.0,4780.0,1.4,39.8,0.1,0.89,15,3,콤팩트,1640.0
1160,샤넬쿠션,1880.0,18000.0,4.7,49.0,0.26,0.3,15,3,샤넬쿠션,1940.0
1161,CUSHION,1050.0,1990.0,0.4,5.4,0.05,0.29,14,3,CUSHION,1460.0
1162,컴팩트,2470.0,5160.0,1.2,18.9,0.06,0.4,15,3,컴팩트,2320.0
1163,메이크업,2730.0,18300.0,2.3,13.4,0.09,0.08,15,3,메이크업,6510.0
1164,FOUNDATION,3110.0,6390.0,0.5,1.3,0.02,0.03,15,3,FOUNDATION,1500.0
1165,COMPACT,3630.0,7230.0,0.6,0.0,0.02,0.0,15,3,COMPACT,1500.0
1166,나스쿠션,1780.0,18000.0,7.1,209.8,0.41,1.25,15,3,나스쿠션,1270.0
1167,네오쿠션,1140.0,11200.0,2.7,70.6,0.24,0.68,15,3,네오쿠션,1950.0
1168,베게,5090.0,26300.0,14.9,223.1,0.31,0.91,15,3,베게,2730.0
1169,배게,9350.0,67300.0,12.7,206.3,0.15,0.33,15,3,배게,3590.0
1170,배개,1750.0,10200.0,5.0,64.1,0.3,0.67,15,3,배개,3560.0
1171,베개,30300.0,211500.0,101.5,836.4,0.35,0.42,15,3,베개,3460.0
1172,글렌캐런,1470.0,5670.0,0.6,2.3,0.05,0.05,13,2,글렌캐런,1330.0
1173,베개배게,1550.0,16900.0,1.1,27.3,0.08,0.18,15,3,베개배게,7270.0
1174,글랜캐런,1200.0,4640.0,2.9,20.2,0.26,0.49,9,2,글랜캐런,1270.0
1175,베개추천,1520.0,14000.0,17.1,192.5,1.16,1.47,15,3,베개추천,3190.0
1176,배게베개,2210.0,23100.0,0.3,22.1,0.02,0.11,15,3,배게베개,3250.0
1177,오리털이불,1410.0,9200.0,15.4,232.4,1.14,2.72,15,3,오리털이불,2140.0
1178,원형러그,3960.0,16900.0,27.8,265.2,0.73,1.7,15,3,원형러그,2080.0
1179,자충매트,6930.0,39900.0,13.8,277.0,0.21,0.76,15,3,자충매트,1200.0
1180,가습기,100100.0,468900.0,284.5,3834.0,0.3,0.86,15,3,가습기,3710.0
1181,가열식가습기,33400.0,172100.0,151.3,2034.4,0.46,1.23,15,3,가열식가습기,3280.0
1182,천연가습기,4690.0,31600.0,19.9,810.2,0.44,2.67,15,3,천연가습기,1870.0
1183,제올라이트,2310.0,6030.0,10.5,105.3,0.48,1.85,15,3,제올라이트,1760.0
1184,가습기추천,8370.0,53500.0,42.2,1036.0,0.52,2.04,15,3,가습기추천,3210.0
1185,대용량가습기,13000.0,98100.0,39.3,447.1,0.31,0.47,15,3,대용량가습기,7360.0
1186,미니가습기,22300.0,93200.0,47.6,866.9,0.22,0.97,15,3,미니가습기,3120.0
