,연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도,키워드,입찰가_모바일_1위
2728,받침대,3200.0,7770.0,4.1,55.2,0.14,0.77,15,3,받침대,1070.0
2729,겨울텐트,1150.0,7230.0,4.5,70.2,0.4,1.05,15,3,겨울텐트,770.0
2730,페더다운,5110.0,21200.0,3.8,107.2,0.08,0.54,13,2,페더다운,1000.0
2731,페더다운침낭,1010.0,6100.0,2.9,15.7,0.3,0.28,11,2,페더다운침낭,1070.0
2732,패스트캠프,1290.0,4930.0,0.7,34.0,0.06,0.76,15,3,패스트캠프,1380.0
2733,코베아텐트,1940.0,15800.0,6.8,121.0,0.37,0.84,15,3,코베아텐트,1260.0
2734,콜맨텐트,1310.0,8550.0,4.7,96.4,0.37,1.25,15,3,콜맨텐트,690.0
2735,터널형텐트,2310.0,14600.0,2.1,7.2,0.1,0.06,15,3,터널형텐트,620.0
2736,써멀패드,1480.0,1710.0,2.4,3.4,0.18,0.22,15,3,써멀패드,1280.0
2737,노르디스크,3800.0,13700.0,5.3,110.8,0.15,0.88,15,3,노르디스크,1290.0
2738,우모복,1490.0,5590.0,2.2,3.3,0.16,0.07,9,2,우모복,850.0
2739,미니멀웍스,7000.0,30700.0,8.7,109.5,0.13,0.39,15,3,미니멀웍스,1160.0
2740,신일팬히터1200,7670.0,63400.0,48.4,1215.1,0.65,2.04,15,3,신일팬히터1200,1290.0
2741,파세코팬히터,2720.0,19200.0,2.3,8.2,0.09,0.05,15,3,파세코팬히터,1450.0
2742,컵홀더,4090.0,14100.0,48.9,245.8,1.25,1.87,15,3,컵홀더,4890.0
2743,오크돔,1900.0,9660.0,2.8,27.0,0.16,0.31,4,1,오크돔,960.0
2744,CAMP,1330.0,3650.0,0.2,2.0,0.02,0.06,9,2,CAMP,1430.0
2745,코베아버너,2180.0,16800.0,9.4,161.5,0.45,1.02,15,3,코베아버너,2110.0
2746,콜맨,3680.0,11100.0,6.5,10.3,0.19,0.11,15,3,콜맨,1340.0
2747,김주임콜팩,1100.0,4990.0,2.4,26.7,0.23,0.58,12,2,김주임콜팩,1230.0
2748,솔로스토브,2020.0,7830.0,3.0,84.1,0.16,1.17,15,3,솔로스토브,1760.0
2749,파세코캠프27,2900.0,26400.0,8.3,335.2,0.3,1.35,15,3,파세코캠프27,3560.0
2750,캠핑담요,1720.0,8090.0,2.1,57.9,0.13,0.77,15,3,캠핑담요,1330.0
2751,화로대테이블,2120.0,12000.0,1.4,0.0,0.07,0.0,14,3,화로대테이블,1140.0
2752,듀라테이블,1060.0,1040.0,5.9,19.6,0.57,1.98,15,3,듀라테이블,4500.0
2753,접이식책상,2600.0,12600.0,11.5,77.5,0.46,0.66,15,3,접이식책상,2610.0
2754,밥상,3970.0,29600.0,19.4,475.5,0.51,1.74,15,3,밥상,1820.0
2755,좌식테이블,4080.0,22000.0,13.8,162.8,0.36,0.81,15,3,좌식테이블,1940.0
2756,캠핑침대,1390.0,7980.0,1.3,24.1,0.1,0.33,15,3,캠핑침대,1740.0
2757,캠핑용난로,1210.0,5050.0,8.9,125.5,0.76,2.64,15,3,캠핑용난로,1100.0
2758,접이식식탁,3020.0,23300.0,15.5,206.5,0.54,0.95,15,3,접이식식탁,1150.0
2759,간이침대,2270.0,8120.0,7.7,117.5,0.36,1.56,15,3,간이침대,2070.0
2760,TON,1180.0,2030.0,0.8,1.3,0.07,0.07,15,3,TON,2110.0
2761,인디언행어,2150.0,13200.0,1.5,77.3,0.08,0.63,15,3,인디언행어,930.0
2762,파이어쉘터,1920.0,9310.0,1.3,1.5,0.07,0.02,11,2,파이어쉘터,950.0
2763,매대,2220.0,4570.0,13.2,52.9,0.62,1.24,15,3,매대,6940.0
2764,발열조끼,13700.0,62200.0,83.5,1483.0,0.63,2.5,15,3,발열조끼,1920.0
2765,방한안전화,1380.0,6820.0,10.3,124.3,0.77,1.93,15,3,방한안전화,1460.0
2766,안전화,21600.0,115500.0,154.5,954.9,0.74,0.87,15,3,안전화,2570.0
2767,겨울조끼,1070.0,5820.0,7.1,46.9,0.69,0.87,15,3,겨울조끼,1870.0
2768,낚시조끼,1350.0,7740.0,4.4,82.0,0.35,1.15,15,3,낚시조끼,1250.0
2769,K2발열조끼,1250.0,5660.0,4.7,33.0,0.39,0.61,15,3,K2발열조끼,1360.0
2770,블랙야크발열조끼,1430.0,5640.0,3.0,31.5,0.22,0.59,13,2,블랙야크발열조끼,1450.0
2771,K2안전화,6360.0,29000.0,38.7,678.8,0.63,2.5,15,3,K2안전화,1280.0
2772,열선조끼,1390.0,6760.0,8.9,148.0,0.66,2.29,15,3,열선조끼,1950.0
2773,절연장갑,2630.0,4660.0,9.6,37.3,0.38,0.83,15,3,절연장갑,2020.0
2774,남성등산화,1190.0,4290.0,6.3,40.3,0.55,1.02,15,3,남성등산화,1330.0
2775,남자패딩조끼,5370.0,46700.0,29.1,450.3,0.57,1.04,15,3,남자패딩조끼,1200.0
2776,구스다운패딩,2830.0,22100.0,15.0,189.0,0.56,0.91,15,3,구스다운패딩,2050.0
2777,남자등산화,1890.0,7880.0,10.5,79.9,0.59,1.1,15,3,남자등산화,1010.0
2778,귀안아픈마스크,1070.0,7310.0,5.7,140.3,0.55,2.07,15,3,귀안아픈마스크,3260.0
2779,유한킴벌리덴탈마스크,1390.0,7560.0,1.7,77.3,0.13,1.09,15,3,유한킴벌리덴탈마스크,3170.0
2780,리사이클링,2110.0,3460.0,4.7,13.0,0.23,0.4,15,3,리사이클링,1170.0
2781,친환경제품,4020.0,9180.0,20.5,46.0,0.52,0.52,15,3,친환경제품,6430.0
2782,TS마스크,2540.0,26200.0,17.7,489.8,0.72,2.0,14,3,TS마스크,3790.0
2783,웰킵스마스크,1230.0,14000.0,3.7,122.3,0.32,0.93,15,3,웰킵스마스크,4690.0
2784,투명마스크,2710.0,13900.0,6.1,204.5,0.24,1.54,15,3,투명마스크,1660.0
2785,코로나키트,3150.0,20700.0,4.7,175.5,0.16,0.91,15,3,코로나키트,3850.0
2786,스포츠마스크,1850.0,11800.0,6.3,146.3,0.37,1.28,15,3,스포츠마스크,1880.0
2787,KF94마스크새부리형,4960.0,31300.0,39.9,517.4,0.85,1.75,15,3,KF94마스크새부리형,1860.0
2788,차량용핸드폰거치대,9150.0,74400.0,26.7,713.0,0.31,1.05,15,3,차량용핸드폰거치대,2400.0
2789,핸드폰거치대,10300.0,67000.0,14.5,679.8,0.15,1.1,15,3,핸드폰거치대,2500.0
2790,차량핸드폰거치대,3510.0,30600.0,19.6,575.2,0.58,2.04,15,3,차량핸드폰거치대,1530.0
2791,차량용휴대폰거치대,3440.0,16800.0,20.7,339.3,0.63,2.2,15,3,차량용휴대폰거치대,1440.0
2792,자동차핸드폰거치대,1190.0,6330.0,5.1,118.5,0.47,2.04,15,3,자동차핸드폰거치대,1790.0
2793,휴대폰거치대,6630.0,30900.0,7.7,297.0,0.13,1.04,15,3,휴대폰거치대,2900.0
2794,차량용무선충전거치대,1620.0,7550.0,1.9,73.5,0.13,1.03,15,3,차량용무선충전거치대,5580.0
2795,차량용거치대,4270.0,17400.0,12.3,199.6,0.3,1.23,15,3,차량용거치대,1660.0
2796,차량용무선충전기,2470.0,11500.0,5.9,122.8,0.26,1.14,15,3,차량용무선충전기,5950.0
2797,자석거치대,1190.0,5480.0,1.9,37.1,0.17,0.73,15,3,자석거치대,1160.0
2798,차량용태블릿거치대,1840.0,9840.0,10.7,67.8,0.62,0.74,15,3,차량용태블릿거치대,1170.0
2799,차량용품,4800.0,19700.0,33.4,366.8,0.73,2.01,15,3,차량용품,1310.0
2800,스마트폰거치대,2950.0,10100.0,2.9,78.5,0.11,0.86,15,3,스마트폰거치대,3480.0
2801,차량거치대,1240.0,5460.0,2.7,54.9,0.23,1.1,15,3,차량거치대,1210.0
2802,고충,2600.0,5830.0,1.3,0.3,0.06,0.01,6,2,고충,1510.0
2803,무선충전거치대,1920.0,6650.0,2.1,41.8,0.12,0.68,15,3,무선충전거치대,6010.0
2804,고속멀티충전기,1110.0,3540.0,1.3,37.6,0.13,1.15,15,3,고속멀티충전기,2150.0
2805,삼성무선충전기,2440.0,9520.0,3.1,55.0,0.14,0.63,15,3,삼성무선충전기,1380.0
2806,셀카봉삼각대,1540.0,11300.0,7.1,135.5,0.48,1.28,15,3,셀카봉삼각대,2000.0
2807,무선충전기,11100.0,36700.0,9.1,203.2,0.09,0.6,15,3,무선충전기,6220.0
2808,차량용충전기,4440.0,17700.0,3.6,123.8,0.09,0.75,15,3,차량용충전기,2230.0
2809,무선충전,1280.0,3150.0,0.2,0.0,0.02,0.0,15,3,무선충전,3550.0
2810,고속무선충전기,1950.0,5020.0,1.9,23.6,0.11,0.5,15,3,고속무선충전기,6110.0
2811,차량용핸드폰충전기,2510.0,1590.0,1.1,31.0,0.05,2.09,15,3,차량용핸드폰충전기,1370.0
2812,차량용고속충전기,2400.0,7400.0,2.1,68.8,0.1,0.99,15,3,차량용고속충전기,1840.0
2813,무선충전패드,2410.0,6670.0,1.4,8.3,0.06,0.14,15,3,무선충전패드,5910.0
2814,거치대,3810.0,8480.0,6.5,9.3,0.18,0.12,15,3,거치대,1560.0
2815,아이패드거치대,6990.0,33000.0,19.4,319.8,0.3,1.05,15,3,아이패드거치대,5520.0
2816,테블릿거치대,1280.0,7450.0,3.5,108.8,0.29,1.59,15,3,테블릿거치대,1310.0
2817,갤럭시탭거치대,1170.0,10400.0,3.5,45.5,0.33,0.47,15,3,갤럭시탭거치대,2200.0
2818,C타입고속충전기,1120.0,3650.0,2.4,39.0,0.23,1.15,15,3,C타입고속충전기,1590.0
2819,시거잭충전기,1340.0,6690.0,2.5,48.8,0.2,0.78,15,3,시거잭충전기,1760.0
2820,홀더,1700.0,4870.0,2.9,19.3,0.18,0.43,15,3,홀더,2730.0
2821,삼각대셀카봉,1020.0,6710.0,2.1,25.3,0.22,0.41,15,3,삼각대셀카봉,1800.0
2822,스마트링,1680.0,7190.0,0.7,37.0,0.05,0.57,15,3,스마트링,2670.0
2823,패드거치대,1100.0,11300.0,2.3,62.3,0.23,0.59,15,3,패드거치대,1760.0
2824,자바라거치대,1660.0,9490.0,3.1,80.5,0.2,0.9,15,3,자바라거치대,1680.0
2825,픽스거치대,1650.0,6400.0,5.0,37.9,0.32,0.64,10,2,픽스거치대,1430.0
2826,노트북스탠드,2450.0,2800.0,4.7,22.0,0.21,0.86,15,3,노트북스탠드,1740.0
2827,태블릿거치대,9470.0,51800.0,11.1,148.0,0.13,0.31,15,3,태블릿거치대,1750.0
2828,아이폰무선충전기,4260.0,15100.0,5.1,103.8,0.13,0.73,15,3,아이폰무선충전기,2000.0
2829,고속충전기,6140.0,27700.0,8.8,171.5,0.15,0.67,15,3,고속충전기,3080.0
2830,휴대폰충전기,1810.0,6000.0,3.9,43.3,0.23,0.78,15,3,휴대폰충전기,6100.0
2831,C타입케이블,4140.0,26200.0,5.3,156.0,0.14,0.63,15,3,C타입케이블,1480.0
2832,USBC타입케이블,1240.0,4330.0,2.6,2.9,0.22,0.08,15,3,USBC타입케이블,1170.0
2833,이어팟,3570.0,12500.0,5.3,119.9,0.16,1.03,15,3,이어팟,2090.0
2834,CTYPE케이블,1110.0,3980.0,2.6,30.5,0.25,0.83,15,3,CTYPE케이블,1790.0
2835,핸드폰충전기,2400.0,9160.0,5.4,65.7,0.24,0.77,15,3,핸드폰충전기,3230.0
2836,급속충전기,1090.0,4540.0,3.2,25.8,0.31,0.61,15,3,급속충전기,3010.0
2837,충전기,6740.0,24400.0,7.1,75.6,0.11,0.34,15,3,충전기,8870.0
2838,USB케이블,2140.0,3190.0,5.6,24.3,0.28,0.84,15,3,USB케이블,3840.0
2839,멀티충전케이블,1800.0,1450.0,1.3,15.6,0.08,1.18,15,3,멀티충전케이블,2320.0
2840,USB충전기,1090.0,2420.0,0.7,13.4,0.07,0.6,15,3,USB충전기,1670.0
2841,애플워치거치대,3530.0,9030.0,3.3,56.6,0.1,0.68,15,3,애플워치거치대,1200.0
2842,USB연장케이블,4550.0,5700.0,2.3,2.5,0.06,0.05,15,3,USB연장케이블,1160.0
2843,셀카봉,6320.0,37700.0,30.8,490.8,0.51,1.39,15,3,셀카봉,2020.0
2844,5핀케이블,1650.0,6970.0,2.6,5.6,0.17,0.09,15,3,5핀케이블,1700.0
2845,샤오미미밴드,1520.0,7930.0,1.4,59.7,0.1,0.82,15,3,샤오미미밴드,1970.0
2846,5핀충전기,1560.0,7630.0,1.9,63.3,0.13,0.89,15,3,5핀충전기,1710.0
2847,고속충전케이블,3330.0,17600.0,4.9,83.0,0.16,0.51,15,3,고속충전케이블,2780.0
2848,멀티충전기,4180.0,14800.0,6.8,10.0,0.18,0.08,15,3,멀티충전기,2840.0
2849,스마트톡,1510.0,6380.0,6.5,91.5,0.45,1.52,15,3,스마트톡,3680.0
2850,8핀케이블,1140.0,4950.0,1.5,34.0,0.15,0.74,15,3,8핀케이블,1670.0
2851,블루투스리모컨,1330.0,4930.0,0.6,0.3,0.05,0.01,15,3,블루투스리모컨,930.0
2852,안대,2970.0,20900.0,9.1,226.5,0.32,1.16,15,3,안대,1580.0
2853,HDMI케이블,15300.0,35100.0,20.9,314.0,0.14,0.97,15,3,HDMI케이블,3120.0
2854,충전케이블,3120.0,15900.0,4.3,130.3,0.15,0.89,15,3,충전케이블,2510.0
2855,그립톡제작,4000.0,18600.0,114.9,786.6,2.97,4.54,15,3,그립톡제작,2250.0
2856,브리츠블루투스이어폰,1340.0,9780.0,2.7,74.0,0.21,0.82,15,3,브리츠블루투스이어폰,1360.0
2857,멀티어댑터,1850.0,6700.0,1.6,34.7,0.09,0.56,15,3,멀티어댑터,2690.0
2858,핸드폰케이스,18500.0,136800.0,585.0,6598.0,3.27,5.25,15,3,핸드폰케이스,1200.0
2859,휴대폰삼각대,1260.0,4920.0,4.4,66.3,0.37,1.45,15,3,휴대폰삼각대,1880.0
2860,미니삼각대,1180.0,4240.0,3.4,45.0,0.3,1.14,15,3,미니삼각대,1440.0
2861,아이폰충전케이블,2700.0,16300.0,4.5,243.8,0.18,1.6,15,3,아이폰충전케이블,3260.0
2862,라이트닝케이블,2000.0,6560.0,0.9,0.3,0.05,0.01,15,3,라이트닝케이블,1540.0
2863,침대핸드폰거치대,1230.0,10300.0,4.1,84.6,0.35,0.87,15,3,침대핸드폰거치대,1800.0
2864,샤쉐,1280.0,3270.0,3.7,23.0,0.3,0.77,15,3,샤쉐,1900.0
2865,주차번호판,5690.0,47200.0,18.8,282.0,0.35,0.63,15,3,주차번호판,1810.0
2866,차량용탈취제,2120.0,2280.0,1.7,34.0,0.09,1.61,15,3,차량용탈취제,3250.0
2867,30대남자선물,1420.0,8060.0,0.8,3.0,0.06,0.04,15,3,30대남자선물,3380.0
2868,불독방향제,1050.0,6840.0,1.9,78.8,0.19,1.26,15,3,불독방향제,1730.0
2869,자동차용품,4380.0,16200.0,61.3,246.5,1.46,1.66,15,3,자동차용품,1480.0
2870,옷장방향제,1180.0,5090.0,3.3,77.3,0.29,1.66,15,3,옷장방향제,2440.0
2871,자동차전화번호판,1270.0,8640.0,3.7,104.5,0.31,1.29,15,3,자동차전화번호판,1390.0
2872,차량번호판,1380.0,7540.0,2.7,69.3,0.21,0.99,15,3,차량번호판,2330.0
2873,자동차번호판,1860.0,8750.0,3.4,50.9,0.2,0.63,15,3,자동차번호판,1410.0
2874,밍크목도리,1100.0,13200.0,6.5,186.0,0.62,1.51,15,3,밍크목도리,780.0
2875,방향,2890.0,4440.0,1.5,0.0,0.06,0.0,10,2,방향,1270.0
2876,열쇠고리,3730.0,14400.0,14.3,132.5,0.4,0.99,15,3,열쇠고리,1680.0
2877,조말론차량용방향제,3210.0,23400.0,17.5,433.5,0.56,1.99,14,3,조말론차량용방향제,3180.0
2878,머스크향,2030.0,11100.0,0.6,0.3,0.04,0.01,14,3,머스크향,1690.0
2879,담배냄새제거,1070.0,3620.0,2.9,45.8,0.28,1.36,15,3,담배냄새제거,3960.0
2880,크리스마스트리,39400.0,231100.0,327.7,2417.7,0.87,1.16,15,3,크리스마스트리,1340.0
2881,크리스마스장식,14800.0,81300.0,191.4,1056.9,1.35,1.43,15,3,크리스마스장식,1230.0
2882,미니트리,3380.0,21900.0,14.9,117.8,0.46,0.59,15,3,미니트리,860.0
2883,크리스마스트리대여,1660.0,6130.0,69.7,327.4,4.31,5.8,12,2,크리스마스트리대여,1490.0
2884,크리스마스트리장식,2740.0,9980.0,41.8,174.5,1.59,1.94,15,3,크리스마스트리장식,1980.0
2885,대형트리,1420.0,6080.0,37.4,136.3,2.7,2.44,15,3,대형트리,7960.0
2886,가을풍경,4390.0,11000.0,2.7,43.6,0.07,0.42,15,3,가을풍경,960.0
2887,크리스마스오너먼트,3620.0,23200.0,20.1,147.3,0.58,0.69,15,3,크리스마스오너먼트,1000.0
2888,경관조명,1480.0,1330.0,33.3,27.6,2.28,2.17,15,3,경관조명,8920.0
2889,트리장식,1450.0,7710.0,16.4,75.3,1.18,1.1,15,3,트리장식,1060.0
2890,여객선,1230.0,3000.0,4.7,45.6,0.4,1.65,11,2,여객선,830.0
2891,한글날,7700.0,20500.0,3.0,0.7,0.05,0.01,8,2,한글날,1110.0
2892,트리오너먼트,1710.0,14300.0,11.6,80.2,0.71,0.63,15,3,트리오너먼트,940.0
2893,크리스마스벽트리,1030.0,8390.0,3.4,60.6,0.35,0.82,15,3,크리스마스벽트리,1350.0
2894,크리스마스전구,2620.0,12200.0,27.6,122.5,1.1,1.12,15,3,크리스마스전구,3760.0
2895,크리스마스조명,2840.0,13100.0,27.7,58.2,1.02,0.49,15,3,크리스마스조명,3020.0
2896,크리스마스트리전구,1780.0,7770.0,37.6,138.4,2.17,1.99,15,3,크리스마스트리전구,3000.0
2897,루브르박물관,8130.0,29000.0,8.5,173.6,0.12,0.65,15,3,루브르박물관,980.0
2898,크리스마스용품,1240.0,4600.0,32.1,84.4,2.65,2.02,15,3,크리스마스용품,920.0
2899,태극기,18100.0,103600.0,28.0,236.3,0.16,0.25,15,3,태극기,2020.0
2900,크리스마스트리나무,1330.0,7280.0,10.3,61.2,0.81,0.94,15,3,크리스마스트리나무,1320.0
2901,과학사,1160.0,1410.0,51.1,40.3,4.49,2.97,15,3,과학사,1320.0
2902,소방차,3900.0,27600.0,0.4,1.7,0.02,0.01,15,3,소방차,960.0
2903,빛축제,1310.0,7560.0,4.9,30.8,0.4,0.46,15,3,빛축제,1850.0
2904,크리스마스가랜드,3990.0,19900.0,20.1,160.6,0.53,0.89,15,3,크리스마스가랜드,850.0
2905,크리스마스양말,1730.0,7210.0,8.7,64.4,0.53,0.97,15,3,크리스마스양말,1290.0
2906,트리전구,2190.0,12200.0,31.3,118.4,1.48,1.07,15,3,트리전구,3530.0
2907,크리스마스인테리어,1120.0,4040.0,6.7,26.2,0.63,0.72,15,3,크리스마스인테리어,2690.0
2908,벽트리,2210.0,18400.0,8.9,95.2,0.42,0.56,15,3,벽트리,1360.0
2909,불빛축제,1080.0,6590.0,0.3,1.0,0.03,0.02,15,3,불빛축제,1370.0
2910,할로윈데이,194400.0,2324700.0,88.1,5578.4,0.05,0.25,14,3,할로윈데이,1290.0
2911,크리스마스트리180,1200.0,8360.0,5.2,38.8,0.45,0.52,13,2,크리스마스트리180,1300.0
2912,작업등,2460.0,7680.0,15.1,105.1,0.65,1.48,15,3,작업등,3410.0
2913,일루미네이션,1750.0,11600.0,1.6,7.6,0.1,0.08,15,3,일루미네이션,1660.0
2914,옥외광고,2970.0,2310.0,25.5,23.7,0.89,1.09,15,3,옥외광고,18160.0
2915,스마트시티,4400.0,6660.0,0.8,0.7,0.02,0.02,15,3,스마트시티,5480.0
2916,크리스마스스티커,1720.0,5450.0,4.2,32.0,0.26,0.65,15,3,크리스마스스티커,1490.0
2917,지네전구,3620.0,22100.0,10.3,13.0,0.3,0.07,15,3,지네전구,940.0
2918,크리스마스무드등,1050.0,4980.0,1.0,9.2,0.1,0.21,15,3,크리스마스무드등,1430.0
2919,사이니지,4790.0,4280.0,12.3,43.8,0.27,1.06,15,3,사이니지,10010.0
2920,콘텐츠,7390.0,8810.0,1.3,21.0,0.02,0.26,15,3,콘텐츠,3880.0
2921,LED전구,6580.0,25500.0,27.1,200.8,0.44,0.86,15,3,LED전구,2350.0
2922,시드니오페라하우스,2350.0,5690.0,4.1,68.8,0.18,1.27,14,3,시드니오페라하우스,950.0
2923,크리스마스선물,7140.0,28700.0,14.9,72.1,0.22,0.29,15,3,크리스마스선물,10110.0
2924,겨울축제,3010.0,8230.0,1.3,6.5,0.05,0.09,15,3,겨울축제,1490.0
2925,크리스마스축제,1350.0,5070.0,1.2,1.0,0.1,0.03,13,2,크리스마스축제,1320.0
2926,크리스마스행사,1590.0,3930.0,3.3,5.9,0.22,0.17,15,3,크리스마스행사,2110.0
2927,눈송이,1120.0,2270.0,0.0,0.7,0.0,0.04,3,3,눈송이,1030.0
2928,크리스마스캔들,1010.0,3960.0,1.1,6.5,0.12,0.18,15,3,크리스마스캔들,1480.0
2929,자작나무트리,1640.0,18300.0,1.4,39.6,0.09,0.24,15,3,자작나무트리,1930.0
2930,크리스마스만들기,1490.0,4540.0,17.5,65.5,1.2,1.52,15,3,크리스마스만들기,2700.0
2931,크리스마스리본,1110.0,4310.0,9.7,64.9,0.91,1.64,15,3,크리스마스리본,1490.0
2932,크리스마스리스,7030.0,35700.0,30.2,281.7,0.45,0.87,15,3,크리스마스리스,1140.0
2933,미디어파사드,2840.0,3390.0,19.3,37.9,0.7,1.21,15,3,미디어파사드,8110.0
2934,크리스마스머리띠,1580.0,5300.0,7.1,15.8,0.48,0.33,15,3,크리스마스머리띠,970.0
2935,무대조명,1200.0,2100.0,26.2,68.5,2.25,3.5,15,3,무대조명,3230.0
2936,크리스마스풍선,2160.0,7790.0,7.5,16.0,0.36,0.23,15,3,크리스마스풍선,1490.0
2937,페브릭,1890.0,3950.0,3.8,22.3,0.21,0.6,15,3,페브릭,550.0
2938,크리스마스소품,5360.0,32100.0,66.0,485.6,1.29,1.73,15,3,크리스마스소품,900.0
2939,크리스마스테이블보,1020.0,6250.0,8.5,99.0,0.86,1.78,15,3,크리스마스테이블보,1380.0
2940,크리스마스이벤트,1680.0,2780.0,1.7,2.5,0.11,0.11,15,3,크리스마스이벤트,3080.0
2941,크리스마스파티,2070.0,7520.0,3.1,7.3,0.16,0.11,15,3,크리스마스파티,9550.0
2942,크리스마스홈파티,1460.0,4980.0,6.3,23.5,0.45,0.53,15,3,크리스마스홈파티,1730.0
2943,파티용품,5870.0,34700.0,225.5,1864.7,3.94,5.67,15,3,파티용품,1390.0
2944,크리스마스리스만들기,1670.0,6000.0,8.3,57.1,0.51,1.04,15,3,크리스마스리스만들기,1020.0
2945,서대문형무소,7740.0,43600.0,5.4,170.3,0.08,0.43,9,2,서대문형무소,730.0
2946,앙금,1510.0,7140.0,1.1,0.7,0.08,0.01,15,3,앙금,990.0
2947,가변저항,1520.0,1910.0,5.4,2.5,0.37,0.15,15,3,가변저항,1130.0
2948,멸종위기동물,7460.0,26700.0,17.0,131.3,0.24,0.51,10,2,멸종위기동물,520.0
2949,부탄,3170.0,17800.0,1.8,0.7,0.07,0.01,8,2,부탄,320.0
2950,생일이벤트,1680.0,11700.0,9.8,124.5,0.6,1.13,15,3,생일이벤트,2360.0
2951,어드벤트캘린더,17500.0,127100.0,18.6,22.7,0.11,0.02,12,2,어드벤트캘린더,420.0
2952,글리세롤,1220.0,2750.0,0.7,0.0,0.07,0.0,14,3,글리세롤,1700.0
2953,싱크대수전,7610.0,73600.0,30.7,396.0,0.42,0.56,15,3,싱크대수전,5760.0
2954,주방수전,4060.0,19200.0,27.9,208.8,0.72,1.17,15,3,주방수전,2390.0
2955,세면대,7640.0,32300.0,47.1,434.0,0.65,1.44,15,3,세면대,4010.0
2956,씽크대수전,2110.0,13100.0,16.2,145.8,0.81,1.19,15,3,씽크대수전,2430.0
2957,수전,8760.0,30700.0,26.7,248.8,0.32,0.87,15,3,수전,2180.0
2958,수전교체,1590.0,11500.0,11.9,244.5,0.77,2.3,15,3,수전교체,6590.0
2959,세면대수전,5150.0,26300.0,29.5,221.8,0.6,0.91,15,3,세면대수전,2640.0
2960,욕실수전,2770.0,11700.0,26.9,137.1,1.02,1.26,15,3,욕실수전,2430.0
2961,세면기,1680.0,4150.0,18.3,96.3,1.13,2.48,15,3,세면기,1820.0
2962,변기교체,1330.0,11600.0,13.2,293.0,1.03,2.74,15,3,변기교체,5440.0
2963,거위목수전,1030.0,4240.0,5.1,66.0,0.52,1.68,15,3,거위목수전,1470.0
2964,샤워수전,2600.0,8990.0,8.5,44.2,0.34,0.53,15,3,샤워수전,3600.0
2965,씽크대,4580.0,30300.0,80.7,938.1,1.83,3.32,15,3,씽크대,2060.0
2966,샤워기필터,5780.0,29600.0,37.5,624.6,0.68,2.27,15,3,샤워기필터,10230.0
2967,코브라수전,1190.0,4350.0,4.2,50.5,0.36,1.25,15,3,코브라수전,2250.0
2968,앵글밸브,1990.0,3640.0,4.4,15.6,0.23,0.46,15,3,앵글밸브,1450.0
2969,세면대팝업,1550.0,7730.0,4.1,3.6,0.28,0.06,15,3,세면대팝업,2240.0
2970,아메리칸스탠다드,10300.0,25700.0,90.3,640.4,0.9,2.67,15,3,아메리칸스탠다드,1560.0
2971,SUS304,3120.0,6990.0,12.6,54.5,0.41,0.83,15,3,SUS304,1710.0
2972,샤워기수전,2400.0,10700.0,9.6,50.3,0.42,0.51,15,3,샤워기수전,3180.0
2973,샤워기,6880.0,35500.0,53.3,522.8,0.81,1.58,15,3,샤워기,8780.0
2974,해바라기수전,1100.0,5070.0,4.1,37.3,0.39,0.8,15,3,해바라기수전,1940.0
2975,변기커버,5300.0,29600.0,14.5,330.5,0.29,1.21,15,3,변기커버,2640.0
2976,해바라기샤워기,2410.0,12200.0,17.7,116.5,0.77,1.02,15,3,해바라기샤워기,1780.0
2977,우수관,1040.0,1750.0,2.7,9.0,0.27,0.55,15,3,우수관,83730.0
2978,수도계량기,2400.0,5750.0,23.2,91.8,0.98,1.68,15,3,수도계량기,2390.0
2979,수중펌프,3080.0,6070.0,40.6,157.9,1.36,2.76,15,3,수중펌프,4130.0
2980,슬러지,3090.0,6540.0,0.5,16.8,0.02,0.27,15,3,슬러지,12230.0
2981,워터탭,1090.0,4120.0,2.4,69.3,0.23,1.8,15,3,워터탭,1850.0
2982,정화조청소,1140.0,2390.0,4.9,29.0,0.44,1.27,15,3,정화조청소,10710.0
2983,세면대필터,1960.0,15000.0,15.1,234.5,0.8,1.69,15,3,세면대필터,8220.0
2984,세면대배수관,1080.0,7090.0,2.3,46.0,0.23,0.69,15,3,세면대배수관,2230.0
2985,세면대부속품,2840.0,19600.0,21.1,440.9,0.78,2.45,15,3,세면대부속품,2100.0
2986,선물세트,2470.0,6000.0,6.9,51.1,0.29,0.91,15,3,선물세트,4610.0
2987,화장실냄새제거,1520.0,9730.0,14.3,213.0,0.98,2.37,15,3,화장실냄새제거,19010.0
2988,공업사,1610.0,15100.0,1.2,71.0,0.08,0.5,15,3,공업사,2400.0
2989,정수기추천,1670.0,7830.0,15.5,212.0,0.95,2.88,15,3,정수기추천,23680.0
2990,샤워필터,1520.0,5980.0,15.3,105.0,1.04,1.89,15,3,샤워필터,10650.0
2991,세면대뚫는방법,1170.0,15800.0,2.5,150.5,0.23,1.04,15,3,세면대뚫는방법,8640.0
2992,언더싱크정수기,1280.0,5650.0,7.5,64.2,0.61,1.23,15,3,언더싱크정수기,28290.0
2993,필터,3250.0,6530.0,17.9,38.1,0.57,0.63,15,3,필터,4150.0
